"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.416,0.172,1.156,1.826
"nu.(Intercept)",3.949,0.212,3.585,4.42
"tau.s(ID)",0.143,0.128,0,0.341
"nu.s(ID)",0.1,0.045,0.006,0.153
"log_sigma_obs",1000,0,1000,1000
