"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.422,0.152,1.183,1.774
"nu.(Intercept)",3.957,0.198,3.668,4.379
"tau.s(ID)",0.162,0.114,0.001,0.302
"nu.s(ID)",0.093,0.045,0.011,0.147
"log_sigma_obs",1000,0,1000,1000
