"coeff_name","estimate","std"
"tau.s(ID).1",0.203625325506395,0.28980187346634
"tau.s(ID).2",-0.275423656506941,0.286285202749532
"tau.s(ID).3",-0.00263233886239233,0.291813444753815
"tau.s(ID).4",-0.265588652772959,0.28618891979184
"tau.s(ID).5",0.889030906953323,0.403433646179343
"tau.s(ID).6",-0.638133001540303,0.329881546524363
"nu.s(ID).1",0.0854797224301085,0.102248187461193
"nu.s(ID).2",0.0248985140211989,0.0925785657932879
"nu.s(ID).3",0.0943289187416303,0.103365503245546
"nu.s(ID).4",-0.0146013152928438,0.0923959390892936
"nu.s(ID).5",-0.127501447845278,0.162065520568574
"nu.s(ID).6",-0.114229962880397,0.113579416789125
"tau.(Intercept)",-0.179831504869476,0.246811569067294
"nu.(Intercept)",1.40960888166801,0.0750079139529713
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",1.30898377305524,0.731474896590851
"nu.s(ID)",4.2047263231378,1.21422626632592
"log_sigma_obs",0,NA
