"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.893,0.146,0.64,1.227
"nu.(Intercept)",4.071,0.301,3.586,4.67
"tau.s(ID)",0.261,0.182,0.004,0.608
"nu.s(ID)",0.116,0.077,0.004,0.272
"log_sigma_obs",1000,0,1000,1000
