"coeff_name","estimate","std"
"tau.s(ID).1",-0.0665042649748664,0.239754256746584
"tau.s(ID).2",0.338877903274726,0.244270457279003
"tau.s(ID).3",0.209682417466948,0.256552707715328
"tau.s(ID).4",-0.0182476599376921,0.236099494827091
"tau.s(ID).5",0.265785281214895,0.266101668295741
"tau.s(ID).6",0.207681779106632,0.261238281708714
"tau.s(ID).7",-0.478117913529438,0.2559896866399
"tau.s(ID).8",0.230825464616467,0.276348921476156
"tau.s(ID).9",-0.112858206579054,0.241007435464189
"tau.s(ID).10",-0.153602469524733,0.308024676344427
"tau.s(ID).11",-0.887597962659326,0.269715293789701
"tau.s(ID).12",0.232185648350073,0.266567935576708
"nu.s(ID).1",0.153326314944583,0.106541667587714
"nu.s(ID).2",-0.0070405173786192,0.106082059897568
"nu.s(ID).3",-0.0780736877095058,0.112429624027974
"nu.s(ID).4",0.061956646540446,0.103847688291786
"nu.s(ID).5",-0.114761895871878,0.11770184106666
"nu.s(ID).6",-0.0813570345027699,0.113765617679253
"nu.s(ID).7",0.154709140795625,0.108990309317345
"nu.s(ID).8",-0.141599211905535,0.123260415215345
"nu.s(ID).9",0.0459277438784363,0.104757871535843
"nu.s(ID).10",-0.209105664281315,0.135817636945249
"nu.s(ID).11",0.200207695639459,0.111649911918866
"nu.s(ID).12",-0.120501633127941,0.118426820300329
"tau.(Intercept)",0.0395863287060955,0.157955843305138
"nu.(Intercept)",1.37877309183659,0.0666024668662232
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",1.78082947624454,0.584826305079136
"nu.s(ID)",3.64406150071327,0.66009583109067
"log_sigma_obs",0,NA
