"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1,0,1,1
"nu.(Intercept)",1,0,1,1
"tau.s(ID)",0.5,0,0.5,0.5
"nu.s(ID)",0.5,0,0.5,0.5
"log_sigma_obs",1000,0,1000,1000
