"coeff_name","estimate","std"
"tau.s(ID).1",-3.97048544205482e-05,0.00186516355770498
"tau.s(ID).2",-2.29712961436937e-06,0.00288647983268688
"tau.s(ID).3",4.45761358362205e-05,0.00148721999662217
"tau.s(ID).4",-4.72115523280386e-05,0.00120986700120442
"tau.s(ID).5",4.17385962536329e-05,0.0017226726875185
"tau.s(ID).6",-1.38135545332037e-05,0.00278546270734159
"tau.s(ID).7",-5.13736824878614e-05,0.000443161628428561
"tau.s(ID).8",3.36401728812519e-06,0.00288324894216443
"tau.s(ID).9",-2.90803451662522e-05,0.00239508144482524
"tau.s(ID).10",6.80366687403201e-05,NA
"tau.s(ID).11",-6.28252597944079e-06,0.00286809900790633
"tau.s(ID).12",3.02945419578522e-05,0.00234802322615883
"nu.s(ID).1",0.272469965992388,0.0587929827648798
"nu.s(ID).2",-0.0288943594223373,0.0597018174658085
"nu.s(ID).3",-0.0387552801654037,0.0597834356806191
"nu.s(ID).4",0.183235388599632,0.0585699711401072
"nu.s(ID).5",-0.127324702686054,0.0606774706476769
"nu.s(ID).6",0.0206527086942703,0.0594222052994062
"nu.s(ID).7",0.21719947577211,0.0588777469895432
"nu.s(ID).8",-0.0959385316862157,0.0600541715999165
"nu.s(ID).9",0.0444240397620001,0.0597164495630397
"nu.s(ID).10",-0.291359037388271,0.0613986390962322
"nu.s(ID).11",0.05315100662394,0.05962443726852
"nu.s(ID).12",-0.204286174591989,0.0610431261926373
"tau.(Intercept)",0.596949478684102,0.120987726622772
"nu.(Intercept)",1.46554031685919,0.0761063665463699
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",11.6933909977952,NA
"nu.s(ID)",3.59454542616684,0.4291531067774
"log_sigma_obs",0,NA
