"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.913,0.108,0.721,1.151
"nu.(Intercept)",3.992,0.203,3.623,4.374
"tau.s(ID)",0.323,0.126,0.006,0.563
"nu.s(ID)",0.131,0.058,0.01,0.234
"log_sigma_obs",1000,0,1000,1000
