"coeff_name","estimate","true"
"tau.s(ID).1",-0.0733614982815833,-0.0862892405226691
"tau.s(ID).2",0.395590274620052,0.131129576680441
"tau.s(ID).3",0.158276996969142,0.0643850530407893
"tau.s(ID).4",-0.54226887970283,-0.156767788176075
"tau.s(ID).5",-0.0214945529145491,0.315145503958395
"tau.s(ID).6",0.0164941437683713,0.128579861143463
"nu.s(ID).1",0.062616775777515,0.00897606465996057
"nu.s(ID).2",0.13971477562446,0.0276550747291463
"nu.s(ID).3",0.212535491849453,0.0679288816055271
"nu.s(ID).4",-0.058946435130926,0.00898328865790817
"nu.s(ID).5",-0.369804356693481,-0.299309008315294
"nu.s(ID).6",-0.0229718865961373,0.0284882953530659
"omega.te(theta,DistanceShore).1",5.14438973521904,8.87120845496336
"omega.te(theta,DistanceShore).2",-1.32925313343448,-2.53626879292293
"omega.te(theta,DistanceShore).3",6.78730792666552,6.7156275424248
"omega.te(theta,DistanceShore).4",15.9687223719298,22.4979924653765
"omega.te(theta,DistanceShore).5",6.12897514523335,6.73374682582644
"omega.te(theta,DistanceShore).6",23.7640609272794,30.87857487083
"omega.te(theta,DistanceShore).7",4.32838590422538,4.77799157992229
"omega.te(theta,DistanceShore).8",5.17490619732292,6.61795303888093
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",-0.289673373907679,0.405465108108164
"nu.(Intercept)",1.34709388680549,1.38629436111989
"omega.(Intercept)",-0.0697599390222637,0.0220841602040456
"tau.s(ID)",0.30456775653818,0.2
"nu.s(ID)",0.192627446845004,0.1
"omega.te(theta,DistanceShore)",12.5888695076066,0.655592787454355
"omega.te(theta,DistanceShore)",27.5385190238028,299.278592130697
