"coeff_name","estimate","true"
"tau.s(ID).1",-0.00302084940473562,-0.0365513412663843
"tau.s(ID).2",0.0183364925567142,0.186669265714232
"tau.s(ID).3",0.0168194091337953,0.16435462210165
"tau.s(ID).4",0.0189739110018352,0.278423275186854
"tau.s(ID).5",-0.0159821394930369,-0.0952347846109348
"tau.s(ID).6",0.000860944538547421,0.130069712145261
"tau.s(ID).7",0.0130485743558133,0.278222091278
"tau.s(ID).8",-0.0118225762656583,-0.22215777588958
"tau.s(ID).9",-0.0169238421311037,-0.172158517375568
"tau.s(ID).10",-0.0121848653106307,-0.226347736170754
"tau.s(ID).11",-0.0267744300998099,-0.291842799900479
"tau.s(ID).12",0.0189657788675894,0.0159965106482322
"nu.s(ID).1",0.0518115345413946,0.065320433964919
"nu.s(ID).2",-0.0449345649567594,0.120096537559849
"nu.s(ID).3",-0.0065735117194102,0.104475108716773
"nu.s(ID).4",-0.21071687410364,-0.100320864683985
"nu.s(ID).5",0.175078834928423,0.184848190167275
"nu.s(ID).6",-0.147211938584563,-0.0666773408757817
"nu.s(ID).7",-0.139834569478076,0.0105513812456069
"nu.s(ID).8",0.0973593138590514,-0.0422255881868856
"nu.s(ID).9",0.0647768976291513,-0.0122350171954971
"nu.s(ID).10",0.0576891483315827,0.0188193034501498
"nu.s(ID).11",0.16579884915512,0.0119160957997006
"nu.s(ID).12",-0.0763104365016991,-0.00250925508674029
"omega.te(theta,DistanceShore).1",8.15412070299587,8.87767912041967
"omega.te(theta,DistanceShore).2",-1.39982708531235,-2.54080111574416
"omega.te(theta,DistanceShore).3",5.95081626965246,6.71755671604126
"omega.te(theta,DistanceShore).4",20.4669749593132,22.5098429822846
"omega.te(theta,DistanceShore).5",4.58904118632793,6.74010671566004
"omega.te(theta,DistanceShore).6",29.3319656032461,30.8715562447871
"omega.te(theta,DistanceShore).7",3.70833621743365,4.78014656278373
"omega.te(theta,DistanceShore).8",6.32427118894778,6.61689671874146
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",0.460491716026836,0.405465108108164
"nu.(Intercept)",1.45558725456637,1.38629436111989
"omega.(Intercept)",0.109691931897791,0.022704725047997
"tau.s(ID)",0.0596582240291724,0.2
"nu.s(ID)",0.126229159231591,0.1
"omega.te(theta,DistanceShore)",15.392537990653,0.657045101037427
"omega.te(theta,DistanceShore)",34.6421472130038,299.11706904497
