"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.02,0.076,0.881,1.168
"nu.(Intercept)",4.041,0.13,3.815,4.249
"tau.s(ID)",0.207,0.101,0.001,0.365
"nu.s(ID)",0.093,0.036,0.019,0.164
"sigma_obs",1000,0,1000,1000
