"coeff_name","estimate","std"
"tau.s(ID).1",-8.78411097319663e-05,NA
"tau.s(ID).2",-0.00030152823930706,NA
"tau.s(ID).3",0.000135791518641701,NA
"tau.s(ID).4",-0.000350316436403258,NA
"tau.s(ID).5",0.000951807073693899,NA
"tau.s(ID).6",-0.00019602307488892,NA
"nu.s(ID).1",0.0307031395414368,0.0511243903024934
"nu.s(ID).2",0.0155001480497069,0.0470838686712537
"nu.s(ID).3",0.0942618738396357,0.0510029264730349
"nu.s(ID).4",0.0608150093392673,0.0444997590284642
"nu.s(ID).5",-0.180533063041712,NA
"nu.s(ID).6",-0.0460740432911855,0.0501271208367634
"omega.te(theta,Ishore).1",-2.28565123890897,0.939114525571054
"omega.te(theta,Ishore).2",-5.11516298577636,1.13864187968175
"omega.te(theta,Ishore).3",-8.34488814411285,1.36172851632285
"omega.te(theta,Ishore).4",71.5085151927768,114.005647678371
"omega.te(theta,Ishore).5",-0.508740655141524,0.809834646502835
"omega.te(theta,Ishore).6",0.421450341866632,0.550649384284506
"omega.te(theta,Ishore).7",1.15907031148435,0.433327177986451
"omega.te(theta,Ishore).8",-0.640101703507502,0.741693275241568
"omega.te(theta,Ishore).9",41.4723254761362,21.6498909606012
"omega.te(theta,Ishore).10",-0.277910031067275,0.685341015669635
"omega.te(theta,Ishore).11",-0.575451436091773,0.546345772532493
"omega.te(theta,Ishore).12",-1.0114241758195,0.615843693066643
"omega.te(theta,Ishore).13",-2.61687950471676,0.728385067850097
"omega.te(theta,Ishore).14",17.3413586786844,18.5054728165001
"omega.te(theta,Ishore).15",-0.32044945955692,1.0282933111654
"omega.te(theta,Ishore).16",-1.66666328229057,0.629779673228569
"omega.te(theta,Ishore).17",-0.387522712784021,0.470745324234615
"omega.te(theta,Ishore).18",-0.392403299672017,0.86671794140023
"omega.te(theta,Ishore).19",-18.7733460767554,14.771796831231
"omega.te(theta,Ishore).20",-0.643642870503219,1.47258033155889
"omega.te(theta,Ishore).21",4.28901364282439,0.867691957907808
"omega.te(theta,Ishore).22",8.71539661527549,1.15593155241541
"omega.te(theta,Ishore).23",13.8434558705241,1.30001388459242
"omega.te(theta,Ishore).24",-11.4508653478568,96.6408619258946
"mu1.(Intercept)",0,NA
"mu2.(Intercept)",0,NA
"tau.(Intercept)",0.253608291161653,0.102954118774232
"nu.(Intercept)",1.37364478488955,0.062757248641249
"omega.(Intercept)",-0.0798761775944584,0.0843510656184766
"tau.s(ID)",9.49128092504376,NA
"nu.s(ID)",4.6644096606025,0.626156177528262
"omega.te(theta,Ishore)",-14.8581727565638,NA
"omega.te(theta,Ishore)",-5.40880226045919,NA
"log_sigma_obs",0,NA
"a",2,NA
"b",1.17590283923587,NA
"D0",0.549545103505184,NA
"D1",0.00024585982066033,NA
"sigma_D",2.14037124235877,NA
"sigma_theta",0.731219097066918,NA
