"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.047,0.119,0.865,1.333
"nu.(Intercept)",4.079,0.21,3.761,4.482
"tau.s(ID)",0.197,0.117,0.002,0.362
"nu.s(ID)",0.089,0.049,0.005,0.174
"sigma_obs",1000,0,1000,1000
