"Dshore","theta","omega"
1.33397173349309,-3.13403029386662,-3.5146215398834
1.20783063467408,-3.13403029386662,-3.07984881009333
1.10348453204871,-3.13403029386662,-2.6483098326153
1.01573392120979,-3.13403029386662,-2.22323835976138
0.940911353584792,-3.13403029386662,-1.80786814384361
0.876355868285775,-3.13403029386662,-1.40543293717406
0.820089886968446,-3.13403029386662,-1.01916649206476
0.770613068171703,-3.13403029386662,-0.652302560827781
0.726766537613954,-3.13403029386662,-0.308074895775165
0.687640973559518,-3.13403029386662,0.0102827507810337
0.652512864914906,-3.13403029386662,0.299536626528762
0.620799357274489,-3.13403029386662,0.556452979155968
0.59202565612853,-3.13403029386662,0.7777980563506
0.565801093580314,-3.13403029386662,0.960338169462965
0.541801286188085,-3.13403029386662,1.10192327268981
0.519754648938235,-3.13403029386662,1.20424346220891
0.499432073066719,-3.13403029386662,1.2698390791105
0.480638934361152,-3.13403029386662,1.30125046448483
0.463208840348833,-3.13403029386662,1.30101795942214
0.446998690400374,-3.13403029386662,1.27168190501269
0.431884738002156,-3.13403029386662,1.21578264234672
0.417759425757613,-3.13403029386662,1.13586051251447
0.404528821808972,-3.13403029386662,1.0344558566062
0.392110528441924,-3.13403029386662,0.914109015712141
0.380431964429209,-3.13403029386662,0.77736033092255
0.369428945447045,-3.13403029386662,0.626750143327672
0.359044503913767,-3.13403029386662,0.464818794017752
0.349227902428548,-3.13403029386662,0.294106624083036
0.33993380474386,-3.13403029386662,0.117153974613772
0.33112157568506,-3.13403029386662,-0.0634988132997922
0.322754687209137,-3.13403029386662,-0.245311398567413
0.314800212291603,-3.13403029386662,-0.425580388815849
0.307228391853957,-3.13403029386662,-0.597418138852719
0.300012262722746,-3.13403029386662,-0.749496372745227
0.293127336816036,-3.13403029386662,-0.870272430841638
0.286551323512615,-3.13403029386662,-0.948203653490211
0.280263888571428,-3.13403029386662,-0.971747381039209
0.274246444107925,-3.13403029386662,-0.929360953836894
0.268481965057761,-3.13403029386662,-0.810173395056213
0.262954828310856,-3.13403029386662,-0.613347381466723
0.257650671314752,-3.13403029386662,-0.345760978026645
0.2525562674526,-3.13403029386662,-0.014490223721038
