"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.063,0.109,0.885,1.285
"nu.(Intercept)",4.088,0.216,3.767,4.53
"tau.s(ID)",0.185,0.118,0.004,0.397
"nu.s(ID)",0.086,0.055,0.005,0.182
"sigma_obs",1000,0,1000,1000
