"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.18,0.124,0.963,1.427
"nu.(Intercept)",4.06,0.223,3.713,4.49
"tau.s(ID)",0.145,0.121,0.001,0.363
"nu.s(ID)",0.075,0.047,0.004,0.16
"sigma_obs",1000,0,1000,1000
