"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.028,0.087,0.858,1.173
"nu.(Intercept)",4.06,0.124,3.859,4.241
"tau.s(ID)",0.225,0.099,0.001,0.354
"nu.s(ID)",0.089,0.033,0.014,0.143
"sigma_obs",1000,0,1000,1000
