"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.317,0.157,1.045,1.59
"nu.(Intercept)",4.074,0.221,3.719,4.484
"tau.s(ID)",0.179,0.131,0.001,0.403
"nu.s(ID)",0.076,0.051,0.003,0.171
"sigma_obs",1000,0,1000,1000
