"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.055,0.119,0.86,1.311
"nu.(Intercept)",4.048,0.211,3.72,4.477
"tau.s(ID)",0.168,0.128,0.001,0.394
"nu.s(ID)",0.094,0.054,0.004,0.181
"sigma_obs",1000,0,1000,1000
