"coeff_name","estimate","std"
"tau.s(ID).1",-0.120427238946049,0.123211465451788
"tau.s(ID).2",0.049573451058193,0.123579096029971
"tau.s(ID).3",-0.0329355804049219,0.122216382232884
"tau.s(ID).4",0.0959454250960582,0.122403721380022
"tau.s(ID).5",0.383168259494795,0.12775297514653
"tau.s(ID).6",-0.368005686487914,0.126114097003421
"nu.s(ID).1",-0.000492704207800728,0.0122989111282638
"nu.s(ID).2",-0.00113264237601718,0.0136381239217713
"nu.s(ID).3",0.000769819904005073,0.0127369150377093
"nu.s(ID).4",-5.34898358272181e-05,0.0119702409428454
"nu.s(ID).5",-0.0015433405224201,0.0149839375747936
"nu.s(ID).6",0.00235654251171694,0.0180285656766562
"mu1.(Intercept)",0,NA
"mu2.(Intercept)",0,NA
"tau.(Intercept)",0.0853499558926689,0.135381450943308
"nu.(Intercept)",1.38569055086082,0.0436180423371509
"tau.s(ID)",2.83684520401528,0.652414583124945
"nu.s(ID)",8.83429026583012,5.84779518415633
"log_sigma_obs",0,NA
