"coeff_name","estimate","std"
"tau.s(ID).1",-0.00476790295545359,0.0140172020881381
"tau.s(ID).2",0.00468999971440397,0.0143783296694356
"tau.s(ID).3",-0.0031829924882694,0.0193440980035577
"tau.s(ID).4",0.00557288539664694,0.00925677361699439
"tau.s(ID).5",0.00464119122018299,0.0145402170529847
"tau.s(ID).6",-0.00199246485585796,0.0214039758744237
"tau.s(ID).7",-0.00523598671329754,0.0114301138775295
"tau.s(ID).8",-0.00279414693315379,0.0201234887767105
"tau.s(ID).9",-0.00239642362119104,0.0208387389513484
"tau.s(ID).10",-0.00142420196261344,0.0221159167478041
"tau.s(ID).11",0.00362479685807734,0.0181255521554651
"tau.s(ID).12",0.00315639862360121,0.0193238060346233
"nu.s(ID).1",0.240903700112942,0.0475262173669674
"nu.s(ID).2",-0.123597794996714,0.0483143367065582
"nu.s(ID).3",0.00583425469112961,0.0486484103386713
"nu.s(ID).4",-0.0178024920731624,0.0478115688129532
"nu.s(ID).5",-0.248662917427646,0.0491108601226522
"nu.s(ID).6",0.0846980356650774,0.0482968404969771
"nu.s(ID).7",0.1658422413408,0.048159263907429
"nu.s(ID).8",0.114388665114457,0.0480736015413018
"nu.s(ID).9",0.0465636731915267,0.0485634393631623
"nu.s(ID).10",-0.176459911758113,0.0493994702125721
"nu.s(ID).11",-0.127324706732648,0.0485740227838328
"nu.s(ID).12",0.0251311090995122,0.0482015826559417
"mu1.(Intercept)",0,NA
"mu2.(Intercept)",0,NA
"tau.(Intercept)",0.0211764228756877,0.0626887268722667
"nu.(Intercept)",1.37932596275001,0.0509308829331325
"tau.s(ID)",7.56122681790667,NA
"nu.s(ID)",3.90189772946121,0.421781681068117
"log_sigma_obs",0,NA
