"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.031,0.077,0.864,1.143
"nu.(Intercept)",4.052,0.113,3.854,4.267
"tau.s(ID)",0.181,0.121,0,0.367
"nu.s(ID)",0.092,0.034,0.029,0.141
"sigma_obs",1000,0,1000,1000
