"Dshore","theta","omega"
1.99364544113307,-3.14021049149809,-1.53479517622183
1.72420199277238,-3.14021049149809,-1.3192525162562
1.51891843861783,-3.14021049149809,-1.105625164869
1.35731630791155,-3.14021049149809,-0.895828430638652
1.22679412841267,-3.14021049149809,-0.691777622143593
1.11917233694017,-3.14021049149809,-0.495388047962247
1.02891012553135,-3.14021049149809,-0.308575016673043
0.952120766902426,-3.14021049149809,-0.133253836854409
0.885997245932128,-3.14021049149809,0.0286601829152268
0.828461683819216,-3.14021049149809,0.175251734057437
0.777943028547111,-3.14021049149809,0.304605507993791
0.733231407669291,-3.14021049149809,0.414806196145862
0.69337997701326,-3.14021049149809,0.503938489935222
0.657637126826491,-3.14021049149809,0.570087080783442
0.625398628147628,-3.14021049149809,0.611338365394591
0.596173196632301,-3.14021049149809,0.626856858309399
0.569557280714971,-3.14021049149809,0.618729620285375
0.545216314586721,-3.14021049149809,0.589534141131587
0.522870581262091,-3.14021049149809,0.541847910657104
0.502284415194126,-3.14021049149809,0.478248418670993
0.483257858922009,-3.14021049149809,0.401313154982322
0.465620146788575,-3.14021049149809,0.313619609400158
0.449224565379701,-3.14021049149809,0.217745271733569
0.433944362884873,-3.14021049149809,0.116267631791623
0.419669465844072,-3.14021049149809,0.0117641793833884
0.406303823285371,-3.14021049149809,-0.0931875956820671
0.393763242702203,-3.14021049149809,-0.196010203595677
0.381973614787426,-3.14021049149809,-0.294126154548372
0.370869447814684,-3.14021049149809,-0.384957958731086
0.360392650435849,-3.14021049149809,-0.46592812633475
0.350491515121087,-3.14021049149809,-0.534459167550296
0.341119864687214,-3.14021049149809,-0.587973592568656
0.332236332184052,-3.14021049149809,-0.623893911580764
0.323803750445186,-3.14021049149809,-0.639874975897889
0.31578863230148,-3.14021049149809,-0.635076650792137
0.30816072612755,-3.14021049149809,-0.609258453606651
0.30089263428391,-3.14021049149809,-0.562181450487824
0.293959484310119,-3.14021049149809,-0.493606707582048
0.287338644552153,-3.14021049149809,-0.403360231268304
0.2810094773728,-3.14021049149809,-0.292374699572022
0.2749531242751,-3.14021049149809,-0.162509490218237
0.269152318225851,-3.14021049149809,-0.0156525709726967
0.263591219245223,-3.14021049149809,0.146308090398845
0.258255269965596,-3.14021049149809,0.321484526130639
0.253131068386068,-3.14021049149809,0.507988768456936
0.248206255480788,-3.14021049149809,0.703932849611984
0.243469415676764,-3.14021049149809,0.907428801830033
