"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.048,0.109,0.884,1.286
"nu.(Intercept)",4.068,0.217,3.752,4.494
"tau.s(ID)",0.176,0.125,0.002,0.385
"nu.s(ID)",0.093,0.052,0.008,0.18
"sigma_obs",1000,0,1000,1000
