"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.293,0.115,1.063,1.491
"nu.(Intercept)",4.05,0.144,3.782,4.291
"tau.s(ID)",0.188,0.107,0,0.375
"nu.s(ID)",0.079,0.037,0.01,0.142
"sigma_obs",1000,0,1000,1000
