"coeff_name","estimate","true"
"tau.s(ID).1",0.00381307436584084,0.151152199743894
"tau.s(ID).2",-0.00351169883585554,-0.00946590384130976
"tau.s(ID).3",0.000268567404430253,0.201842371387704
"tau.s(ID).4",-0.00781651517183446,-0.0062714099052421
"tau.s(ID).5",-0.000774454138083304,0.130486965422349
"tau.s(ID).6",0.00895014288106528,0.228664539270111
"nu.s(ID).1",-0.0293374712872316,-0.138886070111234
"nu.s(ID).2",0.0634155659878715,-0.0278788766817371
"nu.s(ID).3",-0.0274303829654005,-0.0133321336393658
"nu.s(ID).4",0.124953392758835,0.0635950398070074
"nu.s(ID).5",0.0239517929924373,-0.0284252921416072
"nu.s(ID).6",-0.164359509864974,-0.265645542090478
"omega.te(theta,DistanceShore).1",9.36186114405701,8.91382669999383
"omega.te(theta,DistanceShore).2",-3.94771467290077,-3.38732082215292
"omega.te(theta,DistanceShore).3",3.38652490788679,5.7438804214444
"omega.te(theta,DistanceShore).4",17.5700439336703,19.0751729193857
"omega.te(theta,DistanceShore).5",0.602960339428569,5.71863733447261
"omega.te(theta,DistanceShore).6",28.0377697954008,25.7784695902776
"omega.te(theta,DistanceShore).7",2.02996404951901,2.69159296572897
"omega.te(theta,DistanceShore).8",6.83863994058616,6.84431304076415
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",0.111723173402392,0
"nu.(Intercept)",1.34327152025809,1.38629436111989
"omega.(Intercept)",-0.331123427794505,0.00692786275113791
"tau.s(ID)",0.0385887280493856,0.1
"nu.s(ID)",0.0966230726396283,0.1
"omega.te(theta,DistanceShore)",4.23157148762083,NA
"omega.te(theta,DistanceShore)",10.1377557334224,NA
