"coeff_name","estimate","true"
"tau.s(ID).1",0.00338248421534197,0.151152199743894
"tau.s(ID).2",-0.00263355253620579,-0.00946590384130976
"tau.s(ID).3",0.000849703440072699,0.201842371387704
"tau.s(ID).4",-0.00292652899327523,-0.0062714099052421
"tau.s(ID).5",-0.00347980862880121,0.130486965422349
"tau.s(ID).6",0.00533547565248028,0.228664539270111
"nu.s(ID).1",-0.109849041520585,-0.138886070111234
"nu.s(ID).2",0.0943330712377214,-0.0278788766817371
"nu.s(ID).3",0.0477660437240718,-0.0133321336393658
"nu.s(ID).4",0.0832923355583085,0.0635950398070074
"nu.s(ID).5",0.0314335770793163,-0.0284252921416072
"nu.s(ID).6",-0.162454673730308,-0.265645542090478
"omega.te(theta,DistanceShore).1",6.26901563644456,7.41949737038641
"omega.te(theta,DistanceShore).2",-5.24024653480393,-2.78407592129446
"omega.te(theta,DistanceShore).3",3.36276625419892,4.05176660684324
"omega.te(theta,DistanceShore).4",12.3748095024054,14.342095285798
"omega.te(theta,DistanceShore).5",1.84183743347402,4.30582187990581
"omega.te(theta,DistanceShore).6",30.0217574464455,34.3832246334754
"omega.te(theta,DistanceShore).7",0.218348115177279,-0.856251990403953
"omega.te(theta,DistanceShore).8",2.0301585434065,8.81815901664472
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",-0.0852672054227581,0
"nu.(Intercept)",1.23115415031151,1.38629436111989
"omega.(Intercept)",-0.00445314937447839,0.20183270386863
"tau.s(ID)",0.0279329688933897,0.1
"nu.s(ID)",0.105851812126657,0.1
"omega.te(theta,DistanceShore)",4.49943964682615,NA
"omega.te(theta,DistanceShore)",9.09871875958346,NA
