"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.004,0.102,0.825,1.218
"nu.(Intercept)",3.916,0.186,3.606,4.301
"tau.s(ID)",0.249,0.122,0,0.405
"nu.s(ID)",0.1,0.046,0.003,0.172
"sigma_obs",1000,0,1000,1000
