"coeff_names","mean","sd","low","up"
"tau.(Intercept)",101.184,0,101.184,101.184
"nu.(Intercept)",29.636,0,29.636,29.636
"tau.s(ID)",0.18,0,0.18,0.18
"nu.s(ID)",0.088,0,0.088,0.088
"sigma_obs",1000,0,1000,1000
