"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.203,0.169,0.909,1.512
"nu.(Intercept)",3.978,0.315,3.435,4.603
"tau.s(ID)",0.168,0.147,0.004,0.422
"nu.s(ID)",0.086,0.054,0.003,0.179
"sigma_obs",1000,0,1000,1000
