"coeff_name","estimate","std"
"tau.s(ID).1",0.134443198461964,0.190264004141371
"tau.s(ID).2",0.101641394800302,0.197233009465617
"tau.s(ID).3",-0.0672393325091641,0.232670103813701
"tau.s(ID).4",-0.540244687944119,0.203140017091399
"tau.s(ID).5",0.289555048718091,0.201570366593288
"tau.s(ID).6",0.239113959782185,0.214801460400623
"nu.s(ID).1",-0.000818353210655323,0.0330116388293465
"nu.s(ID).2",-0.00592430086615934,0.0467594160952238
"nu.s(ID).3",0.0178386966221469,0.100918473260205
"nu.s(ID).4",0.000925854029732973,0.0341421149108095
"nu.s(ID).5",-0.00628364282413488,0.0481240491878971
"nu.s(ID).6",-0.0100441599109743,0.0661323770156489
"omega.te(theta,Ishore).1",-6.12452438165864,1.25643578326322
"omega.te(theta,Ishore).2",-11.5272698842981,1.84823469488842
"omega.te(theta,Ishore).3",-17.9805905300724,3.30881171465254
"omega.te(theta,Ishore).4",-57.4408965984515,52.2947807475014
"omega.te(theta,Ishore).5",-1.59299488096661,0.95252642527381
"omega.te(theta,Ishore).6",0.405724174668912,1.20833499543928
"omega.te(theta,Ishore).7",0.271394343634219,0.805501868211289
"omega.te(theta,Ishore).8",-1.1355132738459,1.71932631697494
"omega.te(theta,Ishore).9",-2.43382350389434,5.06223147162072
"omega.te(theta,Ishore).10",1.85730872641196,1.09186058932935
"omega.te(theta,Ishore).11",-1.86004196694975,0.770647839256639
"omega.te(theta,Ishore).12",-2.03224748326405,0.633498957991148
"omega.te(theta,Ishore).13",-2.20251897700171,1.13807364158961
"omega.te(theta,Ishore).14",-12.4353533518083,8.62916794611689
"omega.te(theta,Ishore).15",1.74778887574708,1.3082252161815
"omega.te(theta,Ishore).16",-1.75514206305708,1.07356216575852
"omega.te(theta,Ishore).17",-0.471409243453194,0.448198448176766
"omega.te(theta,Ishore).18",-0.0766915632684596,1.47860671861571
"omega.te(theta,Ishore).19",12.8775412232508,6.94536425184072
"omega.te(theta,Ishore).20",-6.74313564662282,2.323190075807
"omega.te(theta,Ishore).21",6.88704820118106,1.34756648219074
"omega.te(theta,Ishore).22",17.4368186613809,2.18421286298231
"omega.te(theta,Ishore).23",30.0957730113846,2.92721183305085
"omega.te(theta,Ishore).24",49.5935468694764,53.1903611854759
"mu1.(Intercept)",0,NA
"mu2.(Intercept)",0,NA
"tau.(Intercept)",0.0166293613770285,0.193252686637389
"nu.(Intercept)",1.35737915406941,0.0651743186262017
"omega.(Intercept)",0.535172881756759,0.146920310150433
"tau.s(ID)",2.28684369698259,0.732795228422058
"nu.s(ID)",6.77253066182412,6.02614128992705
"omega.te(theta,Ishore)",-14.8581727565638,NA
"omega.te(theta,Ishore)",-5.40880226045919,NA
"log_sigma_obs",0,NA
