"coeff_names","mean","sd","low","up"
"tau.(Intercept)",2.355,7.972,0.952,1.784
"nu.(Intercept)",4.391,3.122,3.423,4.743
"tau.s(ID)",0.181,0.148,0.004,0.491
"nu.s(ID)",0.072,0.048,0.004,0.156
"sigma_obs",1000,0,1000,1000
