"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.155,0.136,0.913,1.382
"nu.(Intercept)",3.998,0.197,3.625,4.31
"tau.s(ID)",0.193,0.124,0.002,0.349
"nu.s(ID)",0.09,0.045,0.006,0.155
"sigma_obs",1000,0,1000,1000
