"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.304,0.183,0.933,1.642
"nu.(Intercept)",4.014,0.206,3.611,4.346
"tau.s(ID)",0.219,0.13,0.003,0.414
"nu.s(ID)",0.086,0.056,0.004,0.18
"sigma_obs",1000,0,1000,1000
