"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.021,0.136,0.733,1.259
"nu.(Intercept)",3.941,0.202,3.592,4.301
"tau.s(ID)",0.236,0.138,0.002,0.419
"nu.s(ID)",0.106,0.052,0.011,0.192
"sigma_obs",1000,0,1000,1000
