"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.022,0.145,0.786,1.342
"nu.(Intercept)",3.926,0.312,3.4,4.54
"tau.s(ID)",0.235,0.171,0.005,0.502
"nu.s(ID)",0.107,0.057,0.007,0.212
"sigma_obs",1000,0,1000,1000
