"coeff_names","mean","sd","low","up"
"tau.(Intercept)",2.555,8.626,1.002,1.558
"nu.(Intercept)",4.494,3.101,3.671,4.369
"tau.s(ID)",0.192,0.127,0.001,0.368
"nu.s(ID)",0.085,0.044,0.006,0.153
"sigma_obs",1000,0,1000,1000
