"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.009,0.123,0.805,1.241
"nu.(Intercept)",3.941,0.193,3.551,4.281
"tau.s(ID)",0.221,0.135,0.002,0.383
"nu.s(ID)",0.109,0.049,0.013,0.187
"sigma_obs",1000,0,1000,1000
