"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.404,0.166,1.155,1.723
"nu.(Intercept)",4.082,0.232,3.693,4.537
"tau.s(ID)",0.157,0.094,0.004,0.278
"nu.s(ID)",0.075,0.043,0.008,0.135
"log_sigma_obs",1000,0,1000,1000
