"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.904,0.126,0.686,1.126
"nu.(Intercept)",4.107,0.22,3.738,4.478
"tau.s(ID)",0.236,0.13,0.001,0.479
"nu.s(ID)",0.105,0.053,0.003,0.19
"log_sigma_obs",1000,0,1000,1000
