"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.399,0.163,1.159,1.737
"nu.(Intercept)",4.07,0.224,3.716,4.503
"tau.s(ID)",0.157,0.091,0.004,0.268
"nu.s(ID)",0.077,0.044,0.005,0.131
"log_sigma_obs",1000,0,1000,1000
