"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.903,0.089,0.748,1.078
"nu.(Intercept)",4.035,0.136,3.795,4.234
"tau.s(ID)",0.275,0.1,0.013,0.429
"nu.s(ID)",0.114,0.039,0.038,0.195
"log_sigma_obs",1000,0,1000,1000
