"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.423,0.112,1.255,1.612
"nu.(Intercept)",3.983,0.13,3.801,4.197
"tau.s(ID)",0.19,0.121,0,0.31
"nu.s(ID)",0.086,0.045,0.009,0.143
"log_sigma_obs",1000,0,1000,1000
