"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.995,0.128,0.752,1.255
"nu.(Intercept)",4.086,0.207,3.676,4.48
"tau.s(ID)",0.221,0.128,0.003,0.433
"nu.s(ID)",0.089,0.052,0.006,0.185
"log_sigma_obs",1000,0,1000,1000
