"coeff_name","estimate","std"
"tau.s(ID).1",-0.00186294695551598,0.0111307357689796
"tau.s(ID).2",0.00340853836542987,NA
"tau.s(ID).3",-0.00207814312084561,0.00978431117164521
"tau.s(ID).4",-0.00289529878231532,NA
"tau.s(ID).5",0.0028937161771338,NA
"tau.s(ID).6",0.00103876000429621,0.0142756960383821
"tau.s(ID).7",0.000274532481760806,0.0154091582970506
"tau.s(ID).8",5.28370925306722e-05,0.0154920970555076
"tau.s(ID).9",-0.00127935848154628,0.0136254072576544
"tau.s(ID).10",0.000723110212275744,0.0149162469198684
"tau.s(ID).11",0.00080650104638268,0.0147705985081374
"tau.s(ID).12",-0.00115663206488535,0.0140362199462829
"nu.s(ID).1",0.139358190948763,0.03983538115219
"nu.s(ID).2",-0.0921236750797086,0.0401111016219929
"nu.s(ID).3",0.0921226522554337,0.0401856282742612
"nu.s(ID).4",0.188758050207977,0.039847119586987
"nu.s(ID).5",-0.208339759216308,0.0408565470197526
"nu.s(ID).6",-0.0596096709816669,0.0409474117218637
"nu.s(ID).7",0.0403437329218062,0.0404113725168773
"nu.s(ID).8",0.0312595841529466,0.0407297719532542
"nu.s(ID).9",0.0577947069837663,0.040775025254973
"nu.s(ID).10",-0.0544509992235014,0.0408085575651131
"nu.s(ID).11",-0.0301237620748417,0.040562471432365
"nu.s(ID).12",-0.101951338430691,0.0411627322561538
"tau.(Intercept)",0.0160531643954499,0.0622000552480481
"nu.(Intercept)",1.38973405983079,0.0438155846439971
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",8.32568451403531,NA
"nu.s(ID)",4.40325743329282,0.428920268730678
"log_sigma_obs",0,NA
