"coeff_name","estimate","std"
"tau.s(ID).1",-3.2649121388878e-05,0.00110648081693179
"tau.s(ID).2",4.1817553546058e-05,NA
"tau.s(ID).3",-1.34658117400024e-05,0.00175810330657712
"tau.s(ID).4",-9.57103472994449e-06,0.00181116397157893
"tau.s(ID).5",-3.89272007991892e-06,0.00185516979692392
"tau.s(ID).6",-1.56118949082243e-05,0.00172027074925659
"tau.s(ID).7",4.88584482068778e-06,0.00185017108774577
"tau.s(ID).8",-2.46027333023841e-05,0.00148203277771011
"tau.s(ID).9",-2.13568383805804e-05,0.00158466389399938
"tau.s(ID).10",2.25081744139916e-05,0.0015506457161142
"tau.s(ID).11",2.56366895136613e-06,0.00186000451211897
"tau.s(ID).12",4.87202356206395e-05,NA
"nu.s(ID).1",0.25417207074589,0.0556364715990812
"nu.s(ID).2",-0.117213418670178,0.0572146398103619
"nu.s(ID).3",0.189095482177017,0.0557639807135881
"nu.s(ID).4",-0.0278364976054612,0.0565315628772752
"nu.s(ID).5",-0.141593045860869,0.0575907650673392
"nu.s(ID).6",0.0218459549980139,0.0557987637835323
"nu.s(ID).7",-0.0237632678884052,0.0566231713497881
"nu.s(ID).8",0.0550813362363015,0.0561895388640822
"nu.s(ID).9",0.131080849339649,0.0558238355446628
"nu.s(ID).10",-0.154120327666878,0.0573598586394553
"nu.s(ID).11",0.100851359339262,0.0555580402450609
"nu.s(ID).12",-0.294752049503646,0.0579541176038426
"tau.(Intercept)",0.00703949528197368,0.0638513137006824
"nu.(Intercept)",1.41673508653269,0.0540320009237403
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",12.5702509675816,NA
"nu.s(ID)",3.7165034696535,0.430889252232539
"log_sigma_obs",0,NA
