"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.599,0.105,0.416,0.813
"nu.(Intercept)",4.094,0.214,3.686,4.495
"tau.s(ID)",0.331,0.149,0.009,0.631
"nu.s(ID)",0.104,0.051,0.006,0.213
"log_sigma_obs",1000,0,1000,1000
