"coeff_name","estimate","std"
"tau.s(ID).1",0.162726642611914,0.174032338556594
"tau.s(ID).2",-0.420782604940673,0.201625658857272
"tau.s(ID).3",0.308675237112775,0.201673788083664
"tau.s(ID).4",-0.0832602317406415,0.17343542475827
"tau.s(ID).5",-0.133840955024364,0.178463267091121
"tau.s(ID).6",0.117719279886514,0.185065140050684
"nu.s(ID).1",0.0923412707574909,0.0732380945336774
"nu.s(ID).2",0.115442828995095,0.0801336556634713
"nu.s(ID).3",-0.0891119057153101,0.0839570206036895
"nu.s(ID).4",-0.0251758509759027,0.0698050547376547
"nu.s(ID).5",-0.0507564807942415,0.0718841017952285
"nu.s(ID).6",-0.0714225720051268,0.0765565519614578
"tau.(Intercept)",-0.295612831646126,0.140906800544309
"nu.(Intercept)",1.36511724471082,0.0553785805595261
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",2.57479059785674,0.802165074333019
"nu.s(ID)",4.60480331451756,0.90671406259784
"log_sigma_obs",0,NA
