"coeff_name","estimate","std"
"tau.s(ID).1",-0.38021483743266,0.112513959157791
"tau.s(ID).2",0.0791126504674734,0.112067555324399
"tau.s(ID).3",0.0603306474630298,0.112114208735074
"tau.s(ID).4",-0.204252891572786,0.111724877429515
"tau.s(ID).5",0.371251676388207,0.11514045067767
"tau.s(ID).6",0.0820391423826818,0.112038408120988
"nu.s(ID).1",0.000332169272128373,0.00803307591904244
"nu.s(ID).2",-0.000133527992028585,0.00601627691305007
"nu.s(ID).3",0.000306299703779607,0.00769784819245028
"nu.s(ID).4",-1.37722830180631e-05,0.00555060836617544
"nu.s(ID).5",-0.000605984092598649,0.0119755991717464
"nu.s(ID).6",0.000104549270557684,0.00583543738859221
"tau.(Intercept)",0.208181397379705,0.138179394753524
"nu.(Intercept)",1.3343825026937,0.0463101813017402
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",2.811552832985,0.610393655542294
"nu.s(ID)",10.3865548316392,17.5393225355558
"log_sigma_obs",0,NA
