"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.393,0.151,1.149,1.716
"nu.(Intercept)",4.073,0.212,3.704,4.521
"tau.s(ID)",0.16,0.091,0.004,0.295
"nu.s(ID)",0.075,0.041,0.007,0.135
"log_sigma_obs",1000,0,1000,1000
