"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.945,0.143,0.531,1.109
"nu.(Intercept)",1.402,0.946,0.996,3.945
"tau.s(ID)",0.483,0.08,0.251,0.586
"nu.s(ID)",0.605,0.428,0.485,0.968
"log_sigma_obs",1000,0,1000,1000
