"coeff_name","estimate","std"
"tau.s(ID).1",-2.71343186955527e-06,0.00122878101626773
"tau.s(ID).2",1.37125755600356e-06,0.00084364907243815
"tau.s(ID).3",-9.78846201966681e-07,0.00075992226262278
"tau.s(ID).4",7.68772928006664e-07,0.000723901545765895
"tau.s(ID).5",3.98554245464222e-06,0.00165847702381411
"tau.s(ID).6",-2.41925923052012e-06,0.00113581676875859
"nu.s(ID).1",0.120085126945647,0.0546685492963758
"nu.s(ID).2",-0.0541461931973228,0.0546811286550517
"nu.s(ID).3",-0.00545615131865916,0.0530147968170954
"nu.s(ID).4",-0.0128592072886127,0.0536228810537494
"nu.s(ID).5",-0.13365707157487,0.0572444459427904
"nu.s(ID).6",0.0819719710026712,0.0539883466562999
"tau.(Intercept)",0.114714946304595,0.0974274377535124
"nu.(Intercept)",1.41457419192649,0.0587433932449588
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",14.641052899209,381.559261389581
"nu.s(ID)",4.73439282527766,0.715486528541461
"log_sigma_obs",0,NA
