"coeff_name","estimate","std"
"tau.s(ID).1",0.0936842431205503,0.144645873219112
"tau.s(ID).2",-0.189590513443647,0.162280638125408
"tau.s(ID).3",-0.154758297701075,0.160119171123217
"tau.s(ID).4",0.0665354064870224,0.146506110985614
"tau.s(ID).5",-0.0215003058160365,0.149088871117998
"tau.s(ID).6",-0.0255126185934578,0.158106701522656
"tau.s(ID).7",-0.352869657730883,0.193896209569156
"tau.s(ID).8",0.255977607273599,0.168108096573032
"tau.s(ID).9",0.195598501106243,0.168413954021353
"tau.s(ID).10",0.0814069770461793,0.18230747956404
"tau.s(ID).11",-0.117735131826968,0.154046930290285
"tau.s(ID).12",0.0597532041145975,0.148176404756479
"nu.s(ID).1",0.112198575676123,0.0742948755844815
"nu.s(ID).2",0.0810325027282773,0.0795020918440515
"nu.s(ID).3",0.0594944742683013,0.078199398614656
"nu.s(ID).4",0.0396164215645943,0.0746605836911133
"nu.s(ID).5",0.00832928605249133,0.0754494791942479
"nu.s(ID).6",-0.130493067366281,0.0799932025989856
"nu.s(ID).7",0.0358443918178122,0.0883768338946257
"nu.s(ID).8",-0.0865058749763547,0.0818891850467644
"nu.s(ID).9",-0.125338370410299,0.0829037423094685
"nu.s(ID).10",-0.273163450222799,0.093419411012267
"nu.s(ID).11",0.20354795012486,0.0782401674274735
"nu.s(ID).12",0.00886706770463839,0.0751846847912161
"tau.(Intercept)",-0.108284330139132,0.0892805876257291
"nu.(Intercept)",1.41470571460633,0.0495841583128447
"a.(Intercept)",0.693147180559945,NA
"b.(Intercept)",1.38629436111989,NA
"D0.(Intercept)",-0.693147180559945,NA
"D1.(Intercept)",0,NA
"sigma_D.(Intercept)",-1.20397280432594,NA
"sigma_theta.(Intercept)",-0.647029583378655,NA
"tau.s(ID)",3.05911371663137,0.737922063251679
"nu.s(ID)",3.93386270911765,0.554931842200817
"log_sigma_obs",0,NA
