"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.055,0.112,0.831,1.237
"nu.(Intercept)",4.07,0.208,3.689,4.521
"tau.s(ID)",0.178,0.106,0.003,0.376
"nu.s(ID)",0.086,0.049,0.006,0.177
"log_sigma_obs",1000,0,1000,1000
