"coeff_name","estimate","true"
"tau.s(ID).1",0.0442242930040887,-0.0431446202613345
"tau.s(ID).2",-0.0581607550808096,0.0655647883402207
"tau.s(ID).3",-0.0216499608875096,0.0321925265203947
"tau.s(ID).4",-0.0396114348946046,-0.0783838940880375
"tau.s(ID).5",0.0781419643006187,0.157572751979198
"tau.s(ID).6",-0.0100578180180233,0.0642899305717316
"nu.s(ID).1",0.102107025248836,0.00897606465996057
"nu.s(ID).2",0.000480684121183278,0.0276550747291463
"nu.s(ID).3",0.0635822271373937,0.0679288816055271
"nu.s(ID).4",0.0807257675311836,0.00898328865790817
"nu.s(ID).5",-0.278581615576388,-0.299309008315294
"nu.s(ID).6",0.0222169282834104,0.0284882953530659
"omega.te(theta,DistanceShore).1",7.15772269907689,8.0260021942817
"omega.te(theta,DistanceShore).2",-3.30060130102983,-3.13946737028784
"omega.te(theta,DistanceShore).3",6.22541159282993,5.07775928247314
"omega.te(theta,DistanceShore).4",16.0430955157494,16.795206105931
"omega.te(theta,DistanceShore).5",0.417345599410927,5.03398307494887
"omega.te(theta,DistanceShore).6",21.3353395912911,22.5183185722522
"omega.te(theta,DistanceShore).7",2.70451270373775,2.2040071653002
"omega.te(theta,DistanceShore).8",6.15122648111054,6.17041813390076
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",0.0361317369491619,0
"nu.(Intercept)",1.35993478116758,1.38629436111989
"omega.(Intercept)",-0.253160586087195,0.00265779043803303
"tau.s(ID)",0.09754356418221,0.1
"nu.s(ID)",0.136138142636541,0.1
"omega.te(theta,DistanceShore)",3.32678041637963,NA
"omega.te(theta,DistanceShore)",8.09866157516798,NA
