"coeff_name","estimate","true"
"tau.s(ID).1",1.02971635620749e-05,-0.0608926375407211
"tau.s(ID).2",0.000174881520366615,0.050495512329797
"tau.s(ID).3",0.00031209820327328,-0.171700867907334
"tau.s(ID).4",-0.000254093875609149,-0.0784459008379496
"tau.s(ID).5",-2.96331512707577e-06,-0.0850907594176518
"tau.s(ID).6",-0.000183189284542978,-0.241420764994663
"nu.s(ID).1",-3.31827867667481e-05,0.00361226068922556
"nu.s(ID).2",-0.000134560982299326,0.0205998600200254
"nu.s(ID).3",-0.000189262807847997,-0.0361057298548666
"nu.s(ID).4",0.000208913547240706,0.0758163235699517
"nu.s(ID).5",-2.03430930778687e-06,-0.0726704827076575
"nu.s(ID).6",0.000114892016015753,-0.136828104441929
"omega.te(theta,DistanceShore).1",7.48794033490247,11.0419912686111
"omega.te(theta,DistanceShore).2",-2.30728404419908,-3.37195450076871
"omega.te(theta,DistanceShore).3",6.50333511121162,7.64081814279128
"omega.te(theta,DistanceShore).4",17.0290961853216,23.2386579393694
"omega.te(theta,DistanceShore).5",13.043049274155,7.3666203124177
"omega.te(theta,DistanceShore).6",37.4869078567308,41.1004035171527
"omega.te(theta,DistanceShore).7",-0.836105523148458,2.02235619274893
"omega.te(theta,DistanceShore).8",9.50611077408321,10.392946917075
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",-0.406697982035792,0
"nu.(Intercept)",1.26795107567819,1.38629436111989
"omega.(Intercept)",-0.314122542329343,0.0590908206142158
"tau.s(ID)",0.00392285233350968,0.1
"nu.s(ID)",0.0021799912426384,0.1
"omega.te(theta,DistanceShore)",15.8532119832925,NA
"omega.te(theta,DistanceShore)",39.4586097923659,NA
