"coeff_name","estimate","true"
"tau.s(ID).1",2.49415106984596e-06,-0.0608926375407211
"tau.s(ID).2",0.000100990501177195,0.050495512329797
"tau.s(ID).3",-3.47501892771252e-05,-0.171700867907334
"tau.s(ID).4",-8.17928671221395e-05,-0.0784459008379496
"tau.s(ID).5",4.43158449488888e-05,-0.0850907594176518
"tau.s(ID).6",-2.19358714614539e-05,-0.241420764994663
"nu.s(ID).1",-0.0265101134535679,0.00361226068922556
"nu.s(ID).2",-0.0433268315544522,0.0205998600200254
"nu.s(ID).3",0.0440947154679126,-0.0361057298548666
"nu.s(ID).4",0.0874586362951583,0.0758163235699517
"nu.s(ID).5",-0.050153673663169,-0.0726704827076575
"nu.s(ID).6",-0.0183293464476096,-0.136828104441929
"omega.te(theta,DistanceShore).1",10.8047468006586,11.0419912686111
"omega.te(theta,DistanceShore).2",-5.71538427181562,-3.37195450076871
"omega.te(theta,DistanceShore).3",4.1006825804987,7.64081814279128
"omega.te(theta,DistanceShore).4",24.3706323011325,23.2386579393694
"omega.te(theta,DistanceShore).5",2.53415230988752,7.3666203124177
"omega.te(theta,DistanceShore).6",32.28497194299,41.1004035171527
"omega.te(theta,DistanceShore).7",2.59220435313009,2.02235619274893
"omega.te(theta,DistanceShore).8",5.5521250118482,10.392946917075
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",-0.180771395635031,0
"nu.(Intercept)",1.31792760131228,1.38629436111989
"omega.(Intercept)",-0.390104746759353,0.0590908206142158
"tau.s(ID)",0.0028729882387671,0.1
"nu.s(ID)",0.0571201997724,0.1
"omega.te(theta,DistanceShore)",5.65732667138326,NA
"omega.te(theta,DistanceShore)",13.8046040128511,NA
