"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.874,0,0.874,0.874
"nu.(Intercept)",3.081,0,3.081,3.081
"tau.s(ID)",0.025,0,0.025,0.025
"nu.s(ID)",0.244,0,0.244,0.244
"sigma_obs",1000,0,1000,1000
