"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.992,0.135,0.789,1.263
"nu.(Intercept)",3.969,0.269,3.449,4.477
"tau.s(ID)",0.223,0.173,0.011,0.536
"nu.s(ID)",0.108,0.068,0.008,0.219
"sigma_obs",1000,0,1000,1000
