"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.97,0.145,0.707,1.343
"nu.(Intercept)",3.96,0.267,3.437,4.451
"tau.s(ID)",0.224,0.176,0.008,0.519
"nu.s(ID)",0.109,0.073,0.006,0.24
"sigma_obs",1000,0,1000,1000
