"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.915,0,0.915,0.915
"nu.(Intercept)",3.181,0,3.181,3.181
"tau.s(ID)",0.03,0,0.03,0.03
"nu.s(ID)",0.332,0,0.332,0.332
"sigma_obs",1000,0,1000,1000
