"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.966,0.098,0.79,1.203
"nu.(Intercept)",3.956,0.197,3.604,4.327
"tau.s(ID)",0.184,0.162,0.001,0.442
"nu.s(ID)",0.128,0.058,0.005,0.232
"sigma_obs",1000,0,1000,1000
