"coeff_name","estimate","true"
"tau.s(ID).1",9.47427227549627e-06,0.151152199743894
"tau.s(ID).2",-8.33184859034496e-05,-0.00946590384130976
"tau.s(ID).3",2.70126515767465e-05,0.201842371387704
"tau.s(ID).4",-0.000167853243714443,-0.0062714099052421
"tau.s(ID).5",0.000110132888699715,0.130486965422349
"tau.s(ID).6",0.000113886151246862,0.228664539270111
"nu.s(ID).1",-0.0734742988824193,-0.138886070111234
"nu.s(ID).2",0.0736362794757428,-0.0278788766817371
"nu.s(ID).3",0.00806075589508542,-0.0133321336393658
"nu.s(ID).4",0.167523544948882,0.0635950398070074
"nu.s(ID).5",0.0243341295792089,-0.0284252921416072
"nu.s(ID).6",-0.209092966644427,-0.265645542090478
"omega.te(theta,DistanceShore).1",6.07821381822265,7.41949737038641
"omega.te(theta,DistanceShore).2",-7.26522610503661,-2.78407592129446
"omega.te(theta,DistanceShore).3",2.48051445444153,4.05176660684324
"omega.te(theta,DistanceShore).4",15.3823005428271,14.342095285798
"omega.te(theta,DistanceShore).5",-0.430153857364484,4.30582187990581
"omega.te(theta,DistanceShore).6",33.9540612827703,34.3832246334754
"omega.te(theta,DistanceShore).7",-0.253235265099266,-0.856251990403953
"omega.te(theta,DistanceShore).8",6.85326314412061,8.81815901664472
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",0.349806721515058,0
"nu.(Intercept)",1.47161988719259,1.38629436111989
"omega.(Intercept)",-0.0528144776566279,0.20183270386863
"tau.s(ID)",0.00509689185554437,0.1
"nu.s(ID)",0.1215889273939,0.1
"omega.te(theta,DistanceShore)",5.29621194739753,NA
"omega.te(theta,DistanceShore)",11.123204797852,NA
