"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.202,0,0.202,0.202
"nu.(Intercept)",3.37,0,3.37,3.37
"tau.s(ID)",0.403,0,0.403,0.403
"nu.s(ID)",0.183,0,0.183,0.183
"sigma_obs",0,0,0,0
